@relation systemml_v0.14.0-incubating-rc4
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.043,0.044,0.016,0.0,0.25,0.015,0.5,0.0,0.05,0.013,0.392,0.016,0.08,0.014,0.096,0.01,0.046,0.001,0.026,0.068,0.045,0.056,0.054,0.006,0.089,0.0,0.03,0.0,0.0,0.009,0.028,0.004,0.014,0.032,0.0,0.0,0.0,0.098,0.001,0.0,-1.0
0.043,0.022,0.031,0.0,0.25,0.023,0.915,0.008,0.067,0.016,0.353,0.021,0.084,0.018,0.098,0.012,0.051,0.001,0.064,0.039,0.049,0.057,0.035,0.019,0.191,0.0,0.013,0.0,0.0,0.0,0.02,0.018,0.0,0.007,0.0,0.0,0.0,0.086,0.001,0.0,-1.0
0.032,0.0,0.047,0.0,0.25,0.081,0.5,0.012,0.05,0.065,0.647,0.064,0.254,0.065,0.274,0.053,0.092,0.006,0.07,0.273,0.081,0.111,0.187,0.02,0.172,0.0,0.284,0.0,0.016,0.06,0.071,0.027,0.013,0.05,0.0,0.0,0.0,0.137,0.002,0.0,-1.0
0.043,0.044,0.041,0.0,0.25,0.024,0.835,0.014,0.017,0.023,0.431,0.025,0.088,0.024,0.105,0.017,0.073,0.002,0.024,0.075,0.037,0.051,0.033,0.013,0.147,0.0,0.109,0.0,0.037,0.001,0.042,0.01,0.0,0.014,0.0,0.0,0.0,0.07,0.001,0.0,-1.0
0.021,0.022,0.026,0.0,0.25,0.017,0.8,0.002,0.017,0.016,0.353,0.02,0.074,0.017,0.088,0.012,0.056,0.001,0.039,0.04,0.058,0.06,0.034,0.014,0.3,0.0,0.015,0.0,0.0,0.002,0.037,0.009,0.0,0.008,0.0,0.0,0.0,0.099,0.001,0.0,-1.0
0.043,0.044,0.041,0.0,0.25,0.023,0.835,0.014,0.017,0.022,0.431,0.024,0.085,0.023,0.103,0.016,0.071,0.001,0.024,0.064,0.032,0.046,0.033,0.013,0.147,0.0,0.082,0.0,0.016,0.001,0.031,0.01,0.0,0.014,0.0,0.0,0.0,0.069,0.001,0.0,-1.0
0.043,0.022,0.031,0.0,0.25,0.022,0.715,0.012,0.017,0.022,0.451,0.025,0.077,0.023,0.096,0.016,0.082,0.002,0.036,0.059,0.039,0.052,0.051,0.004,0.25,0.0,0.0,0.0,0.007,0.002,0.045,0.007,0.0,0.018,0.0,0.0,0.0,0.072,0.001,0.0,-1.0
0.053,0.044,0.036,0.0,0.25,0.022,0.815,0.014,0.033,0.02,0.412,0.024,0.088,0.022,0.104,0.015,0.066,0.001,0.032,0.06,0.038,0.049,0.032,0.015,0.133,0.0,0.071,0.0,0.012,0.001,0.028,0.011,0.0,0.016,0.0,0.0,0.0,0.075,0.001,0.0,-1.0
0.053,0.022,0.031,0.0,0.25,0.022,0.715,0.012,0.033,0.021,0.451,0.025,0.083,0.023,0.102,0.016,0.077,0.002,0.046,0.059,0.042,0.052,0.051,0.004,0.217,0.0,0.0,0.0,0.007,0.002,0.038,0.008,0.0,0.018,0.0,0.0,0.0,0.077,0.001,0.0,-1.0
0.0,0.0,0.021,0.0,0.25,0.017,0.0,0.002,0.017,0.019,0.333,0.023,0.082,0.021,0.095,0.014,0.056,0.001,0.06,0.039,0.051,0.058,0.029,0.012,0.419,0.0,0.013,0.0,0.0,0.002,0.04,0.008,0.0,0.007,0.0,0.0,0.0,0.082,0.001,0.0,-1.0
0.106,0.0,0.119,0.0,0.0,0.033,0.5,0.006,0.017,0.023,0.471,0.02,0.085,0.022,0.105,0.015,0.061,0.001,0.012,0.05,0.007,0.025,0.018,0.001,0.085,0.0,0.029,0.0,0.0,0.008,0.013,0.013,0.01,0.004,0.0,0.0,0.0,0.04,0.001,0.0,-1.0
0.021,0.022,0.021,0.0,0.25,0.012,0.75,0.002,0.017,0.011,0.275,0.014,0.061,0.012,0.072,0.008,0.039,0.0,0.044,0.034,0.058,0.058,0.027,0.022,0.2,0.0,0.0,0.0,0.0,0.009,0.028,0.015,0.0,0.0,0.0,0.0,0.0,0.089,0.001,0.0,-1.0
0.032,0.0,0.052,0.0,0.25,0.045,0.625,0.006,0.033,0.038,0.627,0.043,0.129,0.04,0.154,0.03,0.118,0.005,0.058,0.1,0.112,0.087,0.049,0.046,0.197,0.023,0.115,0.0,0.033,0.008,0.047,0.031,0.006,0.032,0.0,0.0,0.0,0.161,0.001,0.0,-1.0
0.074,0.133,0.016,0.0,0.25,0.03,0.5,0.022,0.017,0.017,0.353,0.018,0.147,0.018,0.157,0.013,0.025,0.001,0.035,0.328,0.041,0.127,0.381,0.006,0.045,0.0,0.0,0.0,0.0,0.095,0.009,0.004,0.014,0.016,0.0,0.0,0.0,0.098,0.001,0.0,-1.0
0.043,0.022,0.031,0.0,0.25,0.024,0.715,0.008,0.017,0.024,0.451,0.026,0.081,0.025,0.1,0.017,0.084,0.002,0.03,0.081,0.043,0.062,0.051,0.021,0.175,0.0,0.057,0.0,0.033,0.002,0.059,0.014,0.0,0.036,0.0,0.0,0.0,0.069,0.001,0.0,-1.0
0.021,0.022,0.021,0.0,0.25,0.012,0.75,0.0,0.017,0.011,0.255,0.015,0.065,0.013,0.075,0.008,0.036,0.0,0.044,0.034,0.058,0.058,0.027,0.022,0.2,0.0,0.0,0.0,0.0,0.004,0.028,0.015,0.0,0.0,0.0,0.0,0.0,0.094,0.001,0.0,1.0
0.043,0.044,0.078,0.0,0.25,0.031,0.905,0.016,0.017,0.032,0.49,0.031,0.111,0.032,0.13,0.023,0.079,0.002,0.028,0.1,0.025,0.04,0.033,0.01,0.117,0.0,0.176,0.0,0.04,0.001,0.024,0.008,0.0,0.009,0.0,0.0,0.0,0.077,0.001,0.0,-1.0
0.043,0.022,0.031,0.0,0.25,0.024,0.715,0.012,0.017,0.024,0.451,0.026,0.08,0.025,0.099,0.017,0.085,0.002,0.043,0.076,0.045,0.06,0.051,0.008,0.25,0.0,0.045,0.0,0.033,0.002,0.059,0.01,0.0,0.03,0.0,0.0,0.0,0.073,0.001,0.0,-1.0
0.043,0.044,0.036,0.0,0.25,0.021,0.815,0.014,0.017,0.019,0.412,0.022,0.083,0.02,0.1,0.014,0.064,0.001,0.026,0.06,0.036,0.046,0.032,0.015,0.133,0.0,0.071,0.0,0.012,0.001,0.028,0.011,0.0,0.016,0.0,0.0,0.0,0.068,0.001,0.0,-1.0
0.043,0.022,0.031,0.0,0.25,0.021,0.715,0.006,0.017,0.02,0.451,0.023,0.076,0.021,0.095,0.014,0.077,0.001,0.036,0.059,0.039,0.048,0.051,0.004,0.209,0.0,0.0,0.0,0.007,0.002,0.038,0.007,0.0,0.018,0.0,0.0,0.0,0.068,0.001,0.0,-1.0
0.021,0.022,0.026,0.0,0.25,0.014,0.8,0.002,0.017,0.012,0.353,0.016,0.069,0.014,0.083,0.009,0.048,0.001,0.039,0.04,0.053,0.05,0.034,0.014,0.189,0.0,0.015,0.0,0.0,0.002,0.019,0.009,0.0,0.008,0.0,0.0,0.0,0.089,0.001,0.0,-1.0
0.011,0.0,0.031,0.0,0.25,0.029,0.5,0.004,0.033,0.018,0.549,0.017,0.116,0.018,0.138,0.013,0.044,0.001,0.053,0.169,0.032,0.087,0.188,0.017,0.12,0.0,0.0,0.0,0.0,0.055,0.011,0.013,0.004,0.019,0.0,0.0,0.0,0.089,0.003,0.0,1.0
0.032,0.022,0.021,0.0,0.25,0.024,0.7,0.004,0.067,0.029,0.431,0.032,0.112,0.03,0.128,0.022,0.072,0.002,0.074,0.096,0.093,0.081,0.034,0.033,0.155,0.0,0.106,0.0,0.07,0.019,0.032,0.034,0.017,0.024,0.0,0.0,0.0,0.146,0.001,0.0,-1.0
0.053,0.089,0.041,0.0,0.25,0.023,0.5,0.016,0.033,0.021,0.392,0.02,0.085,0.021,0.101,0.014,0.054,0.001,0.041,0.092,0.051,0.04,0.093,0.01,0.076,0.0,0.013,0.0,0.0,0.028,0.004,0.01,0.006,0.081,0.0,0.0,0.0,0.111,0.004,0.0,-1.0
0.011,0.022,0.016,0.0,0.25,0.007,1.0,0.002,0.017,0.007,0.196,0.01,0.055,0.008,0.062,0.005,0.023,0.0,0.079,0.034,0.074,0.056,0.02,0.033,0.2,0.0,0.0,0.0,0.0,0.0,0.014,0.022,0.0,0.0,0.0,0.0,0.0,0.119,0.001,0.0,-1.0
0.298,0.378,0.394,1.0,0.0,0.182,0.54,0.269,0.067,0.096,0.706,0.093,0.281,0.095,0.302,0.079,0.133,0.014,0.049,0.036,0.016,0.018,0.006,0.001,0.217,0.002,0.003,0.0,0.002,0.012,0.0,0.001,0.017,0.001,0.0,0.0,0.0,0.094,0.004,0.0,-1.0
0.021,0.0,0.026,0.0,0.25,0.019,0.8,0.002,0.017,0.015,0.333,0.018,0.072,0.016,0.085,0.011,0.051,0.001,0.053,0.054,0.072,0.065,0.033,0.027,0.24,0.0,0.055,0.0,0.0,0.005,0.022,0.02,0.0,0.029,0.0,0.0,0.0,0.115,0.001,0.0,-1.0
0.0,0.0,0.026,0.0,0.25,0.017,0.0,0.002,0.017,0.017,0.373,0.02,0.075,0.018,0.09,0.012,0.06,0.001,0.045,0.053,0.048,0.037,0.035,0.005,0.219,0.0,0.052,0.0,0.007,0.006,0.032,0.005,0.0,0.02,0.0,0.0,0.0,0.078,0.001,0.0,-1.0
0.043,0.022,0.021,0.0,0.25,0.016,0.8,0.004,0.017,0.016,0.471,0.02,0.097,0.018,0.116,0.013,0.054,0.001,0.035,0.051,0.062,0.046,0.048,0.006,0.1,0.0,0.03,0.0,0.0,0.013,0.019,0.004,0.007,0.016,0.0,0.0,0.0,0.089,0.001,0.0,-1.0
0.021,0.0,0.057,0.0,0.25,0.017,0.91,0.002,0.0,0.02,0.353,0.026,0.07,0.023,0.084,0.015,0.08,0.002,0.026,0.038,0.025,0.024,0.041,0.004,0.285,0.012,0.0,0.0,0.0,0.002,0.006,0.002,0.0,0.005,0.0,0.0,0.0,0.044,0.001,0.0,-1.0
0.032,0.0,0.031,0.0,0.25,0.029,0.69,0.028,0.033,0.021,0.51,0.023,0.115,0.022,0.135,0.016,0.058,0.001,0.03,0.165,0.039,0.054,0.082,0.008,0.075,0.0,0.194,0.0,0.026,0.019,0.007,0.008,0.005,0.024,0.0,0.0,0.0,0.078,0.001,0.0,-1.0
0.032,0.0,0.047,0.0,0.25,0.038,0.75,0.008,0.033,0.03,0.686,0.029,0.121,0.03,0.15,0.022,0.089,0.003,0.024,0.128,0.024,0.059,0.148,0.002,0.077,0.0,0.0,0.0,0.0,0.057,0.011,0.002,0.005,0.007,0.0,0.0,0.0,0.057,0.003,0.0,-1.0
0.213,0.0,0.093,0.0,0.0,0.658,0.515,0.01,0.517,0.7,0.882,0.649,0.8,0.681,0.804,0.66,0.408,0.339,0.085,0.349,0.114,0.134,0.076,0.061,0.18,0.141,0.307,0.013,0.068,0.024,0.091,0.058,0.025,0.114,0.0,0.0,0.0,0.169,0.005,0.273,1.0
0.064,0.0,0.062,0.0,0.0,0.015,0.5,0.002,0.033,0.7,0.882,0.649,0.8,0.681,0.804,0.66,0.408,0.339,0.022,0.034,0.004,0.016,0.02,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.023,0.001,0.0,1.0
0.0,0.0,0.005,0.0,0.0,0.004,0.0,0.0,0.0,0.004,0.275,0.004,0.025,0.004,0.038,0.002,0.025,0.0,0.053,0.169,0.025,0.048,0.163,0.0,0.133,0.0,0.0,0.0,0.0,0.013,0.111,0.0,0.0,0.238,0.0,0.0,0.0,0.051,0.001,0.0,-1.0
0.0,0.0,0.016,0.0,0.0,0.087,0.0,0.02,0.7,0.115,0.725,0.124,0.315,0.118,0.336,0.1,0.163,0.021,0.216,0.268,0.183,0.136,0.041,0.093,0.153,0.133,0.145,0.1,0.021,0.014,0.053,0.097,0.016,0.129,0.0,0.0,0.0,0.221,0.009,0.0,-1.0
0.032,0.0,0.062,0.0,0.25,0.029,0.5,0.008,0.083,0.025,0.431,0.021,0.086,0.023,0.104,0.016,0.061,0.001,0.047,0.071,0.056,0.043,0.029,0.008,0.08,0.0,0.082,0.0,0.011,0.013,0.0,0.01,0.006,0.038,0.0,0.0,0.0,0.053,0.001,0.0,-1.0
0.011,0.0,0.036,0.0,0.75,0.008,0.785,0.004,0.0,0.005,0.176,0.005,0.04,0.005,0.047,0.003,0.013,0.0,0.022,0.04,0.004,0.016,0.041,0.0,0.011,0.0,0.0,0.0,0.009,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.001,0.0,-1.0
0.0,0.0,0.01,0.062,0.5,0.001,0.0,0.01,0.0,0.001,0.059,0.001,0.006,0.001,0.009,0.0,0.003,0.0,0.0,0.034,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.001,0.0,-1.0
0.021,0.0,0.062,0.0,0.25,0.033,0.655,0.008,0.083,0.024,0.529,0.021,0.082,0.023,0.105,0.016,0.076,0.002,0.046,0.077,0.026,0.045,0.048,0.014,0.037,0.03,0.041,0.0,0.009,0.012,0.012,0.01,0.004,0.035,0.0,0.0,0.0,0.043,0.002,0.0,-1.0
0.011,0.0,0.052,0.0,0.75,0.013,0.7,0.008,0.033,0.009,0.255,0.008,0.046,0.008,0.057,0.005,0.026,0.0,0.023,0.034,0.012,0.02,0.026,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.011,0.006,0.003,0.0,0.0,0.0,0.0,0.023,0.001,0.0,-1.0
0.021,0.0,0.073,0.015,0.25,0.017,0.75,0.036,0.05,0.014,0.333,0.013,0.051,0.013,0.065,0.008,0.049,0.001,0.041,0.037,0.015,0.021,0.019,0.001,0.031,0.009,0.0,0.0,0.0,0.011,0.0,0.003,0.013,0.004,0.0,0.0,0.0,0.036,0.001,0.127,-1.0
0.085,0.0,0.119,0.0,0.75,0.127,0.545,0.012,0.1,0.157,0.588,0.147,0.204,0.153,0.223,0.121,0.249,0.038,0.033,0.299,0.032,0.1,0.022,0.026,0.049,0.0,0.169,0.0,0.177,0.06,0.077,0.08,0.052,0.028,0.0,0.0,0.0,0.064,0.001,0.213,-1.0
0.021,0.044,0.005,0.0,0.0,0.001,0.5,0.004,0.0,0.157,0.588,0.147,0.204,0.153,0.223,0.121,0.249,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.085,0.0,0.073,0.015,0.0,0.016,0.8,0.0,0.033,0.007,0.216,0.009,0.047,0.008,0.056,0.005,0.024,0.0,0.03,0.041,0.005,0.016,0.016,0.001,0.045,0.008,0.006,0.0,0.0,0.0,0.0,0.004,0.0,0.01,0.0,0.0,0.0,0.038,0.201,0.0,-1.0
0.0,0.0,0.005,0.0,0.0,0.004,0.0,0.012,0.033,0.002,0.157,0.003,0.013,0.002,0.02,0.001,0.019,0.0,0.105,0.068,0.012,0.037,0.041,0.017,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.048,0.0,0.0,0.0,0.124,0.009,0.0,-1.0
0.16,0.0,0.249,0.062,0.25,0.209,0.53,0.071,0.45,0.224,0.765,0.218,0.457,0.221,0.472,0.198,0.208,0.053,0.078,0.169,0.066,0.076,0.036,0.035,0.068,0.044,0.098,0.0,0.059,0.023,0.023,0.035,0.018,0.047,0.0,0.0,0.0,0.083,0.001,0.013,1.0
0.032,0.0,0.073,0.0,0.25,0.016,0.75,0.0,0.033,0.009,0.314,0.008,0.042,0.009,0.056,0.005,0.033,0.0,0.012,0.037,0.004,0.019,0.025,0.001,0.031,0.0,0.007,0.0,0.0,0.006,0.0,0.003,0.008,0.004,0.0,0.0,0.0,0.029,0.001,0.027,-1.0
0.011,0.0,0.047,0.0,0.75,0.012,0.72,0.012,0.017,0.008,0.235,0.007,0.039,0.008,0.049,0.005,0.025,0.0,0.019,0.034,0.004,0.016,0.035,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.003,0.0,0.0,0.0,0.0,0.023,0.001,0.0,-1.0
0.106,0.156,0.073,0.0,0.75,0.154,0.535,0.02,0.15,0.182,0.765,0.192,0.434,0.185,0.45,0.165,0.193,0.041,0.086,0.246,0.088,0.103,0.019,0.031,0.136,0.043,0.221,0.0,0.013,0.076,0.049,0.028,0.028,0.05,0.0,0.0,0.0,0.139,0.002,0.0,1.0
0.0,0.0,0.005,0.0,0.5,0.004,0.0,0.01,0.0,0.003,0.157,0.002,0.015,0.003,0.022,0.001,0.014,0.0,0.053,0.068,0.049,0.058,0.041,0.017,0.0,0.111,0.0,0.0,0.0,0.039,0.0,0.011,0.0,0.048,0.0,0.0,0.0,0.045,0.001,0.0,-1.0
0.021,0.0,0.031,0.0,0.0,0.006,0.5,0.006,0.017,0.003,0.176,0.003,0.013,0.003,0.021,0.001,0.02,0.0,0.016,0.034,0.0,0.017,0.016,0.0,0.053,0.0,0.0,0.0,0.0,0.003,0.0,0.009,0.004,0.0,0.0,0.0,0.0,0.026,0.001,0.0,-1.0
0.011,0.0,0.047,0.0,0.25,0.009,0.89,0.004,0.033,0.005,0.216,0.004,0.026,0.005,0.036,0.003,0.02,0.0,0.02,0.034,0.003,0.019,0.031,0.002,0.033,0.0,0.0,0.0,0.0,0.005,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.03,0.001,0.0,-1.0
0.011,0.0,0.036,0.0,0.75,0.008,0.855,0.006,0.0,0.005,0.255,0.005,0.039,0.005,0.05,0.003,0.018,0.0,0.022,0.034,0.008,0.021,0.027,0.0,0.067,0.0,0.0,0.0,0.0,0.002,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.027,0.001,0.0,-1.0
0.011,0.0,0.052,0.0,0.0,0.013,0.5,0.079,0.033,0.009,0.294,0.009,0.034,0.009,0.047,0.006,0.046,0.0,0.023,0.055,0.02,0.025,0.026,0.008,0.042,0.028,0.035,0.0,0.0,0.002,0.0,0.007,0.003,0.03,0.0,0.0,0.0,0.028,0.001,0.0,-1.0
0.021,0.0,0.073,0.0,0.25,0.017,0.75,0.032,0.05,0.014,0.353,0.013,0.053,0.013,0.068,0.009,0.049,0.001,0.041,0.037,0.015,0.021,0.019,0.001,0.031,0.009,0.0,0.0,0.0,0.011,0.0,0.003,0.013,0.004,0.0,0.0,0.0,0.036,0.001,0.127,-1.0
0.032,0.0,0.057,0.0,0.5,0.052,0.775,0.03,0.15,0.051,0.549,0.056,0.172,0.053,0.191,0.041,0.103,0.006,0.086,0.154,0.077,0.083,0.03,0.042,0.055,0.131,0.041,0.0,0.072,0.011,0.051,0.049,0.017,0.048,0.0,0.0,0.0,0.099,0.001,0.09,-1.0
0.021,0.0,0.062,0.0,0.25,0.023,0.625,0.008,0.117,0.017,0.412,0.016,0.077,0.017,0.094,0.012,0.05,0.001,0.053,0.059,0.026,0.032,0.041,0.015,0.024,0.03,0.008,0.0,0.0,0.005,0.01,0.011,0.0,0.026,0.0,0.0,0.0,0.042,0.001,0.0,-1.0
0.032,0.0,0.067,0.0,0.25,0.042,0.5,0.01,0.1,0.046,0.529,0.036,0.13,0.042,0.15,0.031,0.085,0.004,0.055,0.141,0.063,0.052,0.024,0.015,0.05,0.0,0.189,0.0,0.075,0.015,0.019,0.022,0.009,0.032,0.0,0.0,0.0,0.066,0.002,0.0,-1.0
0.021,0.0,0.083,0.0,0.75,0.329,0.555,0.01,0.133,0.389,0.863,0.342,0.645,0.371,0.656,0.349,0.26,0.115,0.078,0.586,0.081,0.237,0.033,0.06,0.102,0.042,0.545,0.043,0.144,0.08,0.34,0.081,0.038,0.156,0.0,0.0,0.0,0.132,0.002,0.0,1.0
0.064,0.0,0.083,0.0,0.0,0.017,0.69,0.012,0.033,0.008,0.176,0.006,0.03,0.007,0.037,0.004,0.023,0.0,0.011,0.034,0.004,0.017,0.022,0.002,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.024,0.001,0.0,-1.0
0.021,0.0,0.13,0.0,0.0,0.599,0.545,0.018,0.817,0.638,0.902,0.648,0.938,0.642,0.936,0.636,0.354,0.284,0.217,0.404,0.195,0.213,0.031,0.134,0.111,0.26,0.267,0.027,0.069,0.034,0.091,0.129,0.025,0.095,0.0,0.0,0.0,0.171,0.002,0.37,1.0
0.032,0.0,0.073,0.077,0.5,0.023,0.645,0.075,0.033,0.017,0.373,0.013,0.064,0.015,0.08,0.01,0.045,0.001,0.019,0.068,0.03,0.025,0.052,0.003,0.024,0.0,0.05,0.0,0.014,0.001,0.0,0.008,0.0,0.004,0.0,0.0,0.0,0.044,0.001,0.0,-1.0
0.106,0.0,0.223,0.092,0.0,0.113,0.71,0.071,0.083,0.074,0.725,0.07,0.314,0.073,0.335,0.062,0.091,0.007,0.03,0.085,0.011,0.028,0.053,0.006,0.094,0.0,0.071,0.0,0.003,0.011,0.019,0.011,0.005,0.035,0.0,0.0,0.0,0.096,0.058,0.02,-1.0
0.032,0.0,0.067,0.0,0.75,0.035,0.69,0.016,0.1,0.032,0.588,0.032,0.142,0.032,0.165,0.024,0.073,0.002,0.057,0.105,0.048,0.046,0.03,0.021,0.049,0.081,0.033,0.0,0.019,0.019,0.02,0.03,0.013,0.03,0.0,0.0,0.0,0.096,0.001,0.0,-1.0
0.043,0.0,0.088,0.015,0.25,0.024,0.705,0.03,0.05,0.021,0.49,0.019,0.068,0.02,0.089,0.014,0.076,0.001,0.034,0.047,0.014,0.024,0.02,0.004,0.029,0.021,0.005,0.0,0.0,0.013,0.007,0.006,0.015,0.006,0.0,0.0,0.0,0.036,0.001,0.103,-1.0
0.085,0.0,0.119,0.031,0.25,0.052,0.545,0.018,0.083,0.037,0.451,0.035,0.114,0.036,0.131,0.026,0.081,0.003,0.018,0.065,0.012,0.036,0.018,0.007,0.037,0.0,0.054,0.0,0.024,0.004,0.026,0.026,0.001,0.013,0.0,0.0,0.0,0.047,0.001,0.0,-1.0
0.053,0.0,0.088,0.0,0.25,0.036,0.585,0.014,0.117,0.037,0.549,0.037,0.143,0.037,0.164,0.028,0.081,0.003,0.042,0.092,0.028,0.034,0.024,0.008,0.055,0.007,0.102,0.0,0.009,0.013,0.013,0.012,0.006,0.02,0.0,0.0,0.0,0.053,0.001,0.04,-1.0
0.021,0.0,0.057,0.0,0.25,0.021,0.635,0.014,0.133,0.016,0.392,0.015,0.071,0.016,0.087,0.011,0.049,0.001,0.047,0.058,0.032,0.034,0.033,0.017,0.027,0.044,0.0,0.0,0.0,0.005,0.008,0.012,0.002,0.033,0.0,0.0,0.0,0.041,0.001,0.0,-1.0
0.032,0.0,0.062,0.0,0.25,0.043,0.5,0.008,0.1,0.047,0.569,0.04,0.122,0.044,0.145,0.033,0.107,0.005,0.062,0.179,0.06,0.056,0.026,0.014,0.055,0.0,0.174,0.0,0.072,0.014,0.046,0.017,0.007,0.039,0.0,0.0,0.0,0.071,0.001,0.0,-1.0
0.021,0.0,0.041,0.0,0.25,0.01,0.625,0.0,0.017,0.006,0.275,0.007,0.033,0.006,0.045,0.004,0.031,0.0,0.034,0.044,0.007,0.023,0.018,0.005,0.038,0.032,0.0,0.0,0.0,0.004,0.0,0.01,0.0,0.014,0.0,0.0,0.0,0.031,0.001,0.0,-1.0
0.096,0.0,0.119,0.015,0.5,0.076,0.665,0.032,0.183,0.07,0.627,0.074,0.23,0.072,0.25,0.058,0.116,0.009,0.068,0.104,0.049,0.055,0.027,0.024,0.045,0.06,0.03,0.0,0.042,0.005,0.021,0.031,0.008,0.032,0.0,0.0,0.0,0.071,0.001,0.043,-1.0
0.032,0.0,0.057,0.0,0.5,0.086,0.775,0.034,0.167,0.09,0.588,0.095,0.216,0.092,0.235,0.073,0.15,0.014,0.101,0.314,0.098,0.138,0.03,0.096,0.055,0.202,0.232,0.0,0.144,0.018,0.048,0.093,0.022,0.048,0.0,0.0,0.0,0.112,0.001,0.15,-1.0
0.394,0.267,0.088,0.0,0.75,0.36,0.53,0.016,0.567,0.355,0.843,0.365,0.568,0.359,0.582,0.332,0.309,0.13,0.132,0.368,0.096,0.134,0.06,0.077,0.114,0.139,0.252,0.057,0.145,0.026,0.093,0.085,0.041,0.137,0.0,0.0,0.0,0.194,0.002,0.333,1.0
0.021,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.017,0.355,0.843,0.365,0.568,0.359,0.582,0.332,0.309,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.043,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.355,0.843,0.365,0.568,0.359,0.582,0.332,0.309,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.032,0.0,0.057,0.0,0.0,0.026,0.585,0.004,0.017,0.355,0.843,0.365,0.568,0.359,0.582,0.332,0.309,0.13,0.009,0.079,0.014,0.035,0.041,0.011,0.055,0.056,0.045,0.0,0.053,0.017,0.014,0.017,0.003,0.04,0.0,0.0,0.0,0.045,0.001,0.0,1.0
0.33,0.533,0.119,0.154,0.0,0.029,0.675,0.055,0.017,0.021,0.412,0.021,0.111,0.021,0.126,0.015,0.045,0.001,0.012,0.039,0.004,0.018,0.013,0.003,0.064,0.0,0.007,0.0,0.0,0.004,0.0,0.007,0.005,0.008,0.0,0.0,0.0,0.035,0.241,0.027,-1.0
0.043,0.0,0.052,0.0,0.0,0.025,0.59,0.0,0.017,0.008,0.275,0.009,0.041,0.008,0.053,0.005,0.036,0.0,0.015,0.053,0.007,0.017,0.023,0.0,0.038,0.0,0.026,0.0,0.015,0.002,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.103,0.001,0.0,-1.0
0.064,0.044,0.098,0.0,0.0,0.125,0.545,0.085,0.467,0.127,0.686,0.132,0.307,0.129,0.326,0.108,0.169,0.024,0.085,0.145,0.068,0.083,0.044,0.051,0.077,0.102,0.074,0.013,0.033,0.027,0.017,0.043,0.029,0.044,0.0,0.0,0.0,0.126,0.002,0.207,1.0
0.521,1.0,0.14,0.0,0.75,0.377,0.53,0.063,0.4,0.464,0.941,0.424,0.615,0.449,0.632,0.42,0.366,0.194,0.098,0.459,0.102,0.206,0.046,0.085,0.099,0.09,0.361,0.087,0.248,0.11,0.095,0.093,0.057,0.08,0.0,0.0,0.0,0.178,0.002,0.033,1.0
